physical_page,render_filename,render_bytes,render_sha256,width_px,height_px,text_chars,ink_ratio,dark_ratio,blank_candidate,image_only_candidate,physical_edge_candidate,body_near_edge_candidate
170,page-170.png,117920,57bddd555e84998d0ef1c0bc91e85e5465b087adc316ccc21e85bef91f4fe33a,763,1083,1270,0.045054694,0.037552839,false,false,false,false
171,page-171.png,138219,5f2e0ec9f08b96ad7881b8a7ded6ec9855d36235a715a75ed703a36fa470fe87,763,1083,1450,0.133719136,0.080139993,false,false,false,false
172,page-172.png,187925,fb9e469a5bab1486d9779ca3c46547f27f1d5c4268dbb838e3514970b4167278,763,1083,2097,0.083493379,0.068593744,false,false,false,false
173,page-173.png,193576,84a66bbe989dd22f0154d90cbecb8a9548ea0a0da0f51e07b1fd705bf032223e,763,1083,2132,0.085279592,0.070582056,false,false,false,false
174,page-174.png,157400,c564b07d2b7cf292d2ba96c57ed7c913916074a5a22fa1556866adb5eb5019b7,763,1083,1707,0.072491707,0.059494463,false,false,false,false
175,page-175.png,182792,3c7b85bc845a93f02a902f5dbc8a9d39c0def5c6276b7dfdc19548660544792f,763,1083,1764,0.075534079,0.063010012,false,false,false,false
176,page-176.png,195648,19daa8de396026e4653b69d22ed1a1d08c7766c6c237a10719502f654e40f822,763,1083,1922,0.081653918,0.067431979,false,false,false,false
177,page-177.png,154539,20296761ce62fc8e07b8cfc3aeb694b17f89c9cc46b3025d0a72ce04a0a007e2,763,1083,1487,0.06144889,0.050822372,false,false,false,false
178,page-178.png,146126,9acdfd0d0b6d94312e0bbcf89021a7af152dd5f38a1587bf9c367e893394cc9e,763,1083,1338,0.059804267,0.050218497,false,false,false,false
179,page-179.png,148966,80e2ad67772913321b2f0d321557df3892c899de032db4513a36515bb8df3c1e,763,1083,1390,0.05630324,0.046303591,false,false,false,false
180,page-180.png,164980,7111cea5cce8833b4c89a3aba6f3a1c30f3ba740cfb1e1fb51d49ff078d21a92,763,1083,1536,0.063483189,0.052540816,false,false,false,false
181,page-181.png,158553,6a780366062f067d078cae319153aa4c981feb5402880fb2cf197ecf21b659e0,763,1083,1446,0.063177015,0.052399226,false,false,false,false
182,page-182.png,129154,29c01c89ddde034e63e7946041efd021ee97e37a6c4ec95cf6b3a31f9dba4596,763,1083,1102,0.048440754,0.040017959,false,false,false,false
183,page-183.png,127766,c184773e359696cf3eaf359092204025bb17fd9bfe3d208e378deb0aff8aab24,763,1083,1146,0.049590417,0.041098642,false,false,false,false
184,page-184.png,119945,9c5b779b8fa239fdda922ae93918db5c8570a59a5ad8147b4da7d4151f534abf,763,1083,1054,0.045088579,0.037636341,false,false,false,false
185,page-185.png,171869,ccd1c49229212789e699911aca8a5fdebe34e5a0c28cbd8087a0d716a32555a6,763,1083,1598,0.067194786,0.055839744,false,false,false,false
186,page-186.png,157621,e6b43f7ab2de4835e520c4d41c4012d287d02907ecb6385803aba8c062436c12,763,1083,1497,0.061033801,0.050389131,false,false,false,false
187,page-187.png,114106,40c82a8d3643cb1759e4e364bd9e0ca535fd460737a04aaab1a57203fb01323c,763,1083,968,0.040241841,0.033366855,false,false,false,false
188,page-188.png,127851,c01d785f7529922f9cc0d4758e3a5e3de275cf1f69be281fa7078377c5b373e5,763,1083,1141,0.047372173,0.039136954,false,false,false,false
189,page-189.png,134727,e927b8c0556c8f67c7db248e7e1ff2efbdbc571b6ac0a36439ad70477538ab76,763,1083,1248,0.052578331,0.043483891,false,false,false,false
190,page-190.png,120497,6593bc48b11be73497134dc18826e34ed420e42c646415f15907a67d759790a7,763,1083,1083,0.044642025,0.036769858,false,false,false,false
191,page-191.png,137283,d25157a46477126b9275d513216610e40e66f419e2362bd4176513ff57d34eb1,763,1083,1314,0.057769968,0.048235025,false,false,false,false
192,page-192.png,161571,1bfb6b19dc9a77b56dd66028697bda72fc2e55bf7940dc69bb53208f356657c2,763,1083,1618,0.065609461,0.054245948,false,false,false,false
193,page-193.png,143298,185a00b3ae36aa4201deb2c28352384044b59422c9f15f02e2bf6ca3848270e2,763,1083,1413,0.055512998,0.04580379,false,false,false,false
194,page-194.png,108205,93746cfa14b6d89ff17642e51933a6bd32de00bf243c569a0cade37cdcf31c85,763,1083,1007,0.043169246,0.03579446,false,false,false,false
195,page-195.png,143036,316361994245dfff91dd47df035c1052841e906e5b47fa6b2a7dff261710f730,763,1083,1322,0.053880476,0.044318909,false,false,false,false
196,page-196.png,146653,bc68898bd236e66d56e85e89d4cb1f63d641624648745875f166bf79c1437b62,763,1083,1439,0.056928899,0.047005491,false,false,false,false
197,page-197.png,149500,122cdc3fe0116223577fc9109be2444a95e542e4965153f22288c99b22aaa0de,763,1083,1455,0.057907928,0.04777758,false,false,false,false
198,page-198.png,157883,08aa38e78d274839a93ef7a8a10da318b290d1166409f063234c4f7907e6ebeb,763,1083,1562,0.063894647,0.052816735,false,false,false,false
199,page-199.png,152096,5af03ce5e76be5031132f59fd6c1c1625a7d507f137d1f92ab90edcce7f22970,763,1083,1557,0.06116571,0.049942577,false,false,false,false
200,page-200.png,157537,e70e126f0ed09c912694ecae2e91616d6bd63e26fe2dde130572e25e224fed2c,763,1083,1405,0.060578777,0.050253591,false,false,false,false
201,page-201.png,154396,b2b372d4a17b2f14373ef7fe1e7edbd16327146cf7bb7f27cfe2bf20ec40ab74,763,1083,1538,0.063659874,0.052699349,false,false,false,false
202,page-202.png,183057,a4ac069cf251d9bed8a98d4f1662f3bc145b719f0e8be315c8b08c9e7342cc1a,763,1083,1930,0.074389257,0.060503746,false,false,false,false
203,page-203.png,137023,9e85d85509a819b8ddd09ed93e03ba53f5cf516369ad5f627d06821e157ec8b5,763,1083,1240,0.056056365,0.046902626,false,false,false,false
204,page-204.png,140341,bd21b95cb9381dad7ccd4be65bf57646b9157c9eebc38686a588377401d0795a,763,1083,1376,0.05616407,0.045930858,false,false,false,false
205,page-205.png,161474,22f84403dd32f7338aa0bec9351e7bd637227fb8dc239350a8f615a7f9535601,763,1083,1489,0.066847466,0.05574051,false,false,false,false
206,page-206.png,150254,8ae4b790f2bfda890ea14ec5b10623c9c4eb797ea9a19f80b8663ae4c5185dd0,763,1083,1364,0.058467027,0.048372985,false,false,false,false
207,page-207.png,109457,eea9c1b5017493353e7fce117421b8e5c156ac655b6a24f893114748474e40ff,763,1083,919,0.041208768,0.033501184,false,false,false,false
208,page-208.png,114803,b9c60280381f618e2de83ea0caa9c2ff910ddfd6c48de093e13d3922b12e29d6,763,1083,1047,0.042193848,0.034819061,false,false,false,false
209,page-209.png,128791,b6f53ee1b6d17a782d1b3e1eb0fc9f750382e331ea26f5e5b0f09197f79ea602,763,1083,1105,0.047005491,0.038559702,false,false,false,false
210,page-210.png,128703,2cf667b7287feeee99b3bacba6de0fc227d6d836760b405544d23c6866218417,763,1083,1155,0.047133769,0.038528238,false,false,false,false
211,page-211.png,145460,4ba3bff86f6113e7e884620c6642f8dc94a311484c184763f3b90a9a042ff089,763,1083,1281,0.053599716,0.044305597,false,false,false,false
212,page-212.png,144637,4398e5c4c9f95576f3fabaec384fd50ee8b038d91094ccb18ffbb0bae80eee69,763,1083,1341,0.059701402,0.049901432,false,false,false,false
213,page-213.png,147687,880d2908686b68ab675e0900cef376f1ea394dccc01bdba375ae21d73e53ac61,763,1083,1510,0.059072113,0.048916352,false,false,false,false
214,page-214.png,122198,40c8a4b08c99fd5569c3dbd628691ae5f0980e0e686847397d2a8747238b68e6,763,1083,1116,0.04629754,0.038419322,false,false,false,false
215,page-215.png,169731,7fb14c4e7954880adca7b4c300fd2a00bddb76b0924d5efc7ad8d190e304ac21,763,1083,1727,0.067546946,0.05503377,false,false,false,false
216,page-216.png,177089,d70b4062d10caa7aced7ccddb0a2964ef1f21759aab3a43c1b07c57d458ea8a8,763,1083,1624,0.071679682,0.059707453,false,false,false,false
217,page-217.png,158250,7298009ce3f7320e7c2570368f39a1a42987b78bcbbf8767c7d5ab076c0aaef5,763,1083,1474,0.063123768,0.052026493,false,false,false,false
218,page-218.png,120607,65413fee60ea549f1ad0c339e4bcd10e390a2653783b1233898efd650820d6a7,763,1083,1211,0.050003086,0.041318894,false,false,false,false
219,page-219.png,140335,911ccba66bd17186caeeb61b6224f1981cf3ab44f6ff5146744befd008cdac13,763,1083,1397,0.056112033,0.046189835,false,false,false,false
220,page-220.png,146804,da7bdbcc4c7c6830e9fa9cb537ea3ef35b093a12848816f36e0157ad5244867f,763,1083,1365,0.058424671,0.04841171,false,false,false,false
221,page-221.png,167881,b73198c8381ea41ff75ca293f9127194973e9916f279996fa34b333a8b1e8e76,763,1083,1701,0.068055218,0.055710256,false,false,false,false
222,page-222.png,152410,7d8563bd8d05966e28385c2679d54a3ec7c807f8503478ec2186be144b9a57c9,763,1083,1496,0.065925315,0.055122112,false,false,false,false
223,page-223.png,126311,d6ea2d7e452c1277aed4f23a1d7d2cbef0df4f2f79783a80f2e28c3d532968f5,763,1083,1230,0.050326202,0.041046605,false,false,false,false
224,page-224.png,167809,df8701848aaf2212816e90950d77f73b06f74619af201d0db66f24beb95d1f08,763,1083,1645,0.066578808,0.054794156,false,false,false,false
225,page-225.png,147068,b02cba3e91381ed7a5508c05525ee6c0739ec6b383cf7a7510c5001997807d1b,763,1083,1341,0.059749809,0.050205185,false,false,false,false
226,page-226.png,147059,e34ac5a85ef6d9a4cabb40d60b9acc432236a10777f71030227302feddfbf15f,763,1083,1446,0.056406105,0.046338686,false,false,false,false
227,page-227.png,105003,40bafc82bd5f5144d0b88c3988445d722414260c2fa513617448116b2b333e2a,763,1083,978,0.039370517,0.032138531,false,false,false,false
228,page-228.png,129092,d4215bab92f3b2aa478493ceb26a86d21ce644834e2701574a689b949c63f26e,763,1083,1194,0.047582742,0.039121222,false,false,false,false
229,page-229.png,173159,77fd2b305f3bf445648863f109405f03f6acbb29bef67cf9334242aeb1e6de97,763,1083,1672,0.06814477,0.055975283,false,false,false,false
230,page-230.png,130056,35655357e75be87f73f130694efdc2e68d3df0b30533572c3fe9855ca0b7a6d6,763,1083,1231,0.050379449,0.041481057,false,false,false,false
231,page-231.png,160485,bd42efd5a99c55833c866698befc7a2aec809f514fa576640506ab655dfc9bd8,763,1083,1543,0.065419464,0.054445626,false,false,false,false
232,page-232.png,176004,3dc6477c4a9242c5d4950474ce6337bca434cf06f3c20d6b221cd3562435203b,763,1083,1768,0.070390849,0.057444432,false,false,false,false
233,page-233.png,129626,aa8d82786dd68a06199b7f1c26c7c21e11766280786a8ac1f6c96cce2a9830b3,763,1083,1180,0.048017194,0.039421344,false,false,false,false
234,page-234.png,157290,1c38abeec7c702cc2fc1ab378a6879dc24a77580e898dac163d5f251ac327d14,763,1083,1496,0.060405722,0.049584367,false,false,false,false
235,page-235.png,140552,466b1c2a1637102aa7740b0bcacde5b588704e352416b2c5428762e15dbad9ea,763,1083,1336,0.055220136,0.045697295,false,false,false,false
236,page-236.png,152301,0508e3a3a563a102e1e509a435a9da8a933eabbb93c14f4764bfadc647149d58,763,1083,1479,0.059496883,0.048510944,false,false,false,false
237,page-237.png,132809,b56d781e810f502dae32a4d9006999a982a759d607736c3a58c6aef02bcb57a9,763,1083,1149,0.047740065,0.039478222,false,false,false,false
238,page-238.png,151528,04dc85673b56cc9d9c19831391243baf5f764870d3ab036c82342c728eac3d39,763,1083,1349,0.058482759,0.048379035,false,false,false,false
239,page-239.png,163802,d2a637e56fd51fd76bf34c11570013f81b41de16b560a56e47f925ab59df94f6,763,1083,1592,0.065505386,0.053788503,false,false,false,false
240,page-240.png,135228,aab11862f9d7edaae82e336f35436a8918303a9c7eacd13d90d06599c43700c5,763,1083,1271,0.051394783,0.042013532,false,false,false,false
241,page-241.png,162864,67e10b1946ed34cd6a8777508096863cc3cfa669db31355e9ab826be600d0fd6,763,1083,1682,0.066749442,0.05454002,false,false,false,false
242,page-242.png,152776,6c41e49721937d35f9eb80840f9281b520ce988bd35332c5bfca843b187c9ce0,763,1083,1479,0.065904743,0.055200774,false,false,false,false
243,page-243.png,178803,67134d0c4db839794d038dcf895bd808a54879f558063ab95b3c8dd516ac41d2,763,1083,1697,0.071742611,0.058974089,false,false,false,false
244,page-244.png,122017,50ae56af117a461de04e382eae3011c21ed8da1b290ece2b2a9a3b9c3e35a48f,763,1083,1053,0.046377411,0.038149454,false,false,false,false
245,page-245.png,159109,5ae8281164bca32754b5ad554c23725b80802d11e3eba34ee29ccc281ca00287,763,1083,1543,0.065437616,0.053944615,false,false,false,false
246,page-246.png,143572,e6dc110fe19363a05853ed3d39e882c3a8faa2e45160056cf1075439578a046a,763,1083,1330,0.055195933,0.044971192,false,false,false,false
247,page-247.png,174725,9195a07cc4c8e7e7dea42e4a1469b25b120c8bed9181f23c9a93a388eb2434f7,763,1083,1693,0.068619158,0.056327443,false,false,false,false
248,page-248.png,139901,3fb6d877065d91099e3741729149330a53f4d1da2c7c3d9d5adba43cdeaf1c17,763,1083,1271,0.054337921,0.044945778,false,false,false,false
249,page-249.png,172654,73c6bd8a9732643affe7249329f00db5d7a973376d153d60a585f6b63bbb085a,763,1083,1714,0.069956398,0.057471056,false,false,false,false
250,page-250.png,144619,dcce801bec1f4f58e979bc56756b37fde18d7adb0e1febb03ade3f20de61eb8a,763,1083,1312,0.055534781,0.046026462,false,false,false,false
251,page-251.png,127503,3919627cfac162572eb47df4b4d2504f806f409b946565004514e903bc2e2573,763,1083,1135,0.049976462,0.041217239,false,false,false,false
252,page-252.png,182095,053d146eeb33d961c8d8cb19d23404062b9ae7bcdf1b0125d7c37a520f924716,763,1083,1763,0.07490721,0.061925698,false,false,false,false
253,page-253.png,163191,6bace77c3401abea02d1ee184ee902285f84ccb9a42e3cc9c37a4453e90a980f,763,1083,1567,0.065829712,0.054710654,false,false,false,false
254,page-254.png,151884,74a3b5627583182f757a8d5cd190638af710b84cf0bb545ff57f9a87ae7917e5,763,1083,1392,0.05925969,0.04911845,false,false,false,false
255,page-255.png,179420,127f3f1c083f8e8f49a3cc8a6c7ed819c5b96b497d51274b4dbbb71d9b708abf,763,1083,1724,0.071852737,0.059622741,false,false,false,false
256,page-256.png,188160,53a7546e6f3a0d19c3264706a8781103de750330929ef80e5206386337827959,763,1083,1823,0.07427066,0.061209276,false,false,false,false
257,page-257.png,151543,b066b5b0c2ea9eab7fdb8b02169f8b2937811af8ec0fa0eb026ccd3e4c41ac64,763,1083,1390,0.060005155,0.050068435,false,false,false,false
258,page-258.png,170424,5bb1b97d07ae5915bc3b423190c3ad2d094b5bbe0535bba30b0616de397fae0a,763,1083,1673,0.067568729,0.055614652,false,false,false,false
259,page-259.png,165413,95ee7e4f232c6bb8edf92f1c41fd3eb72973717f2334b3fdcb4ce085f98e28bf,763,1083,1608,0.067235931,0.055542042,false,false,false,false
260,page-260.png,182933,f4e2e67233d74b3145123d143bc821ce8e1ff2a7d26cc369dc727e39771e6ac9,763,1083,1775,0.074300914,0.061341185,false,false,false,false
261,page-261.png,193823,879ba8196fce624041c82a4f09bbdc347ff71420801b6eeb1541c9dc39f7ab99,763,1083,1897,0.078265437,0.064522726,false,false,false,false
262,page-262.png,174307,9abdb99d45689ba533dda35a0d1a9e78be291597e8ad916fe6cfe324bce754ca,763,1083,1563,0.068205279,0.056565847,false,false,false,false
263,page-263.png,173672,73ff450e161c50ef86d525a4813ec265779fb18330bb925bab96f47803e6ebab,763,1083,1682,0.069606658,0.057001509,false,false,false,false
264,page-264.png,160012,42bdf8fed594c510a63f2eb228f0b1be90a39fb9f740f84f8eb2d5c8a81ffd44,763,1083,1465,0.064097956,0.052837308,false,false,false,false
265,page-265.png,178625,7bfba0292dab43f2a2ed130eb80118c0fbeb5d877dcd7ab1d615d7669aa2d125,763,1083,1795,0.078509891,0.066202445,false,false,false,false
266,page-266.png,166170,6d1f2726cf7cc75ae0241a242a2803f8ad133c616ac9676cb6d0fdba08b0836f,763,1083,1599,0.066720398,0.05560013,false,false,false,false
267,page-267.png,147042,7e7bc29f84fee6ce3efe731c6e89d5c854fcdf4ee831a1200a9b6c29975131af,763,1083,1355,0.056753424,0.046981287,false,false,false,false
268,page-268.png,135296,13a09fa27cc676143684e28b0733eebd8d6e475614861c72bbfec2eaaefe79a3,763,1083,1367,0.054928485,0.044756991,false,false,false,false
269,page-269.png,142434,81cdd5281b741c0a7385df5c8f99a948d2f8232aeacc712d4ce3fd3ac9f08e43,763,1083,1371,0.05630566,0.046544415,false,false,false,false
270,page-270.png,130022,77ff173769f53591638fa5295edc5a6c0124c81e80c72b405f55514476b0a435,763,1083,1243,0.051733632,0.043024026,false,false,false,false
271,page-271.png,160128,0f93673d0c7303a719a5932d85e0a47c9857d21939e1cedc73f8aca7b9846a74,763,1083,1627,0.065356535,0.053535577,false,false,false,false
272,page-272.png,141663,32d074f7cf7f3109fac0f6e3ff31b6f184ce603bda7a8ad733b19a16d17f6a49,763,1083,1317,0.056205216,0.046842117,false,false,false,false
273,page-273.png,150934,5600fa9721cdf429a8b9c3fff0fa611cbf3e3e4c8442d5c2e8685dbecf936d34,763,1083,1477,0.058140281,0.048117638,false,false,false,false
274,page-274.png,170616,b1facb85d1558405225b2de5757f61b12c31d5b751ece4642f9549d7021ac6b7,763,1083,1780,0.063029374,0.051846177,false,false,false,false
275,page-275.png,163678,72baadf8255973fa1413d36e0108e57018a38ffb28909cdc0bdf09f6387422ac,763,1083,1683,0.06363204,0.052588013,false,false,false,false
276,page-276.png,186410,dce0b48be2280c6ede21a56dc3f327b66cb8028bd3f9bf2f4e4781853d231be3,763,1083,1977,0.069842641,0.05778449,false,false,false,false
277,page-277.png,205224,a32970d3ebc742c8cbb1dc174af35f33598b0dfe30197bce3590d6dbf05c3ce2,763,1083,2227,0.079718853,0.066011238,false,false,false,false
278,page-278.png,156802,1704db23f0d4c591dd021e997658ab7544efa101011d44d7b593b7bf87b7be2f,763,1083,1569,0.057828056,0.047444783,false,false,false,false
279,page-279.png,128893,b5f84fc0e20944a2d00801525ef6cfe09475a706fd97e62519b85e5297fa000f,763,1083,1408,0.049442776,0.040768265,false,false,false,false
280,page-280.png,4006,1ae1c0b5c9050f49e9aae499e232840fd226372dff1fa18e92c768791eecb7be,763,1083,0,0.0,0.0,true,false,false,false
281,page-281.png,105594,53c0aa0aa4a1fbd11e6e9cebd5f1613c0c05372e60241e86134a51ecfb0183f9,763,1083,936,0.190523387,0.10788197,false,false,false,false
282,page-282.png,215146,b082eaab0389d446ec953a6cb642ac8e26d0607ff6a081ee9f7b1c650e76cac9,763,1083,2301,0.092633806,0.07610407,false,false,false,false
283,page-283.png,178897,5bccbe7bed997fb0af23a51de2bc28fdfa711499d248ce52c0d2fb002196a6be,763,1083,2000,0.080144833,0.065893851,false,false,false,false
284,page-284.png,196355,87d0ea37ec5e986c90d7df247cb15018cd7e3b2fab10796169960d8665622826,763,1083,2176,0.091165867,0.07364137,false,false,false,false
285,page-285.png,160916,c31665a6161f99b869bf1fda4c6eb2f7f36bc3ff948495c9eff2109e199e74cf,763,1083,1668,0.07173414,0.059012815,false,false,false,false
286,page-286.png,185791,128ba04efad94c78914e7d01040f3dd847c1122aec889b185a84081add40020d,763,1083,1885,0.077039533,0.063934583,false,false,false,false
287,page-287.png,157637,c42197cb82616f91719b9e086482eed3a0e3202256f4faf7a4f918af700f0984,763,1083,1471,0.063760318,0.052917179,false,false,false,false
288,page-288.png,123220,4a912227fd0ce2f8e38d25f830b3d5e31099d8f698a1133e7a97770bc14c5cb1,763,1083,1111,0.04841171,0.039998596,false,false,false,false
289,page-289.png,126869,1f21d2cfd20772fcf5bbaf6329743f362ca269e3aa277cb2761a75b5b9faf7dd,763,1083,1197,0.050367348,0.04129348,false,false,false,false
290,page-290.png,160475,8a449b8db2a672f8cc0e0f8d3342a171c408251fab7eb4be6f52da342977038b,763,1083,1528,0.066926127,0.05531332,false,false,false,false
291,page-291.png,142201,f7c035c5609a0b811590be9b8dde244feae785a4529d09554a3b8e6946d5b8ce,763,1083,1330,0.059971271,0.050220917,false,false,false,false
292,page-292.png,155753,cdedefce75e4f122fa6c52ea456aeb0ec36d85731eba3f7666a3d9e6a0f1106a,763,1083,1510,0.064026556,0.053090234,false,false,false,false
293,page-293.png,134507,2ae647a7336b10fc34942b7f8bae1b28e63aa8a5c946a03e54cf08511be7346c,763,1083,1254,0.054479511,0.04531125,false,false,false,false
294,page-294.png,177447,dd0f58c513d3c76cac5275f994696c44ddeaa612cabbff9bc82b857662112702,763,1083,1764,0.07286565,0.060162478,false,false,false,false
295,page-295.png,134926,c6c7627d3ea4c4d2db82c0c3421ebd3a3a8b88d9da36f7e803ad9eabbc5103d2,763,1083,1201,0.054036588,0.044449608,false,false,false,false
296,page-296.png,202825,28c805092e9c034699ff10c6f67e131d1300de7abe8f61d9ca5dbacac0314a51,763,1083,2101,0.087260643,0.072273876,false,false,false,false
297,page-297.png,187237,493a91f52ee5388ec1e813b677ce3f1879dba6e00e8e028357f9fdc11ec13ea5,763,1083,1792,0.075312618,0.062375882,false,false,false,false
298,page-298.png,107455,41189571426ced8638997320b85a655f5197ac56470e31981f6b7f01810f573f,763,1083,982,0.042289451,0.035040523,false,false,false,false
299,page-299.png,80987,3a48a3b8ad22ed58680b8e7bc08c3abd419a36c351372e75630ad0116535218b,763,1083,682,0.028977562,0.023968661,false,false,false,false
300,page-300.png,130687,2938a518c4fa07c13feb48773e5579c79fccd9a069852de43d7a98108afb444b,763,1083,1254,0.05024633,0.041477426,false,false,false,false
301,page-301.png,182084,e32b8ee097946ff96d8e36957b72b26f76f237896fdc3ed77048a645642322aa,763,1083,1865,0.081708375,0.068159292,false,false,false,false
302,page-302.png,177933,046c2dff141d7d94b6759675a1b17b545f5831cd6fb9ed00ffd1528df42c8976,763,1083,1715,0.071720828,0.059556182,false,false,false,false
303,page-303.png,136688,ca323161e8dab603c48633d1f7650fda12f15edf429d909f6e1f93addcddbc7d,763,1083,1242,0.053818757,0.044479862,false,false,false,false
304,page-304.png,191325,029c96ca7e0a4f33457b6c009a0d1ac227e41007911219e96488a7e809d9f1b5,763,1083,1761,0.074544159,0.06109552,false,false,false,false
305,page-305.png,183186,5376808ed0999ad0f132395b4944acf0f46fe47ee5cd4107cb5ddbbdedaaac8b,763,1083,1756,0.074351741,0.061217747,false,false,false,false
306,page-306.png,206711,7184125c0af5d573508ed921445f711edf374b91a464c90f93530e1f86de29b3,763,1083,1970,0.083699108,0.069110487,false,false,false,false
307,page-307.png,150373,47cb47e2313595daca2221ed9d25c587991b8a412d422da894bab1bf6ecaf307,763,1083,1365,0.0596179,0.049798567,false,false,false,false
308,page-308.png,131995,9b5d7449a8605908127e9c19386f967669fe401834170fbea1fd1b4e50267a72,763,1083,1264,0.050848996,0.041913088,false,false,false,false
309,page-309.png,138661,d627c2ad3a52ab023cfd9ad81d58c5a32b627a318addc83e5cb5cebe5aa2c7ca,763,1083,1284,0.052764698,0.043629111,false,false,false,false
310,page-310.png,182940,e7eceadeb609abfe49ae2a6fa1d380eedd53875750427459a4482ea58b647238,763,1083,1761,0.072082669,0.059449687,false,false,false,false
311,page-311.png,145798,a44d917c0c6dc872c53a40cd8a73eea6e9ddc89dd9b6366e08afa4787c2219bf,763,1083,1409,0.059179818,0.048956287,false,false,false,false
312,page-312.png,178472,17a53d8b45e4004c2a3847a45332526ea12ab39d41b346c14f549d4a8cace141,763,1083,1619,0.069949136,0.057604175,false,false,false,false
313,page-313.png,163500,96a2dba328a11c498a1ead09a2a75548365237e394555c84fbbe093dc17b7874,763,1083,1523,0.064484001,0.053153163,false,false,false,false
314,page-314.png,198625,c1579e9a9e6a5633e2fd5fe58ac51db1f1f3a22aad330ccf6a8157ae76f6cdc6,763,1083,1970,0.082461102,0.068194387,false,false,false,false
315,page-315.png,176102,906724233fa3b257c8cd2ea5446afd7c7b52fd58e7e0809a2f382e308fd37205,763,1083,1734,0.077690605,0.065058832,false,false,false,false
316,page-316.png,183871,8b058b62ab5d562989247e0d042f99f744314bf6bae57a89fb2842d8d957af3c,763,1083,1750,0.072081459,0.059521087,false,false,false,false
317,page-317.png,153276,ace4e5ba2ddf56e4c0b51f5d55cef2c846986a2cf0952307c52e19f6f4590bc7,763,1083,1381,0.058296393,0.047953055,false,false,false,false
318,page-318.png,179668,a6f220516e0c5315aaf8cf51d28e2f55a66c1f711029b54fdaa4866fa0dc556b,763,1083,1698,0.071338414,0.059001923,false,false,false,false
319,page-319.png,163050,26abbbdeef482d13e4d66d56959ceaca26c4e8ba0ec3e3c6cce978f42301b7a6,763,1083,1506,0.064848263,0.053375835,false,false,false,false
320,page-320.png,191811,d31a94fb32f876c0d6ad274e9a7d47e1f50efe21cd808eb035616798d34a4d7b,763,1083,1922,0.078486898,0.064792595,false,false,false,false
321,page-321.png,164124,b37cee0b55f314ec4eed99d79312f54a9435e834df961d9c4940074c1a720dee,763,1083,1591,0.065927736,0.054512186,false,false,false,false
322,page-322.png,138425,0d73e29d5a4ed0d75aae91e969cccfb42cea72a9ddbe0800ff820cd43fea8b5c,763,1083,1340,0.056104772,0.046209198,false,false,false,false
323,page-323.png,126074,7a7209d248d08d6c2d19770d07dfe19f3a4c5c7439fec66d847ab29f9d51b662,763,1083,1108,0.047237844,0.038982052,false,false,false,false
324,page-324.png,155511,59d23c727e0adcac281683cb6a8783d23c2caaf7e6ace63b59c0d83058a687ee,763,1083,1520,0.061569907,0.050867149,false,false,false,false
325,page-325.png,202619,ebc1ed286ac15a1c78b0793a309a65e1403bb857bf14d064113c7082fd4d1271,763,1083,1952,0.081186791,0.067191155,false,false,false,false
326,page-326.png,154929,d4b522559a679441a6496c13d1c5766985d54773f1ba569f910ae12d5304c2cd,763,1083,1444,0.067669173,0.056419416,false,false,false,false
327,page-327.png,166358,93a1ccd58fa5d047d55f249677d28ec7c0754f78f2875ad69abc11b94c9509e2,763,1083,1620,0.069463858,0.057469846,false,false,false,false
328,page-328.png,168815,59d0652ac3e629a874ae4d2ce854f8eedb6b35005815e41312ec94c8559fcc52,763,1083,1552,0.064883358,0.053285072,false,false,false,false
329,page-329.png,144229,0c24c488cebaf378b7fdf179b090319c91b9d1ef136f141a2f10976738f5aa73,763,1083,1316,0.056584,0.046528683,false,false,false,false
330,page-330.png,158778,d48a8fc145a3b7e147c83f10be90dc31e2bc98fa0ac346c7d54bb3fe3c51077e,763,1083,1540,0.064309736,0.053073292,false,false,false,false
331,page-331.png,150609,cf361bcb0b94e09a7ebcd6c1f638f4c454904516bc1af5074ae38b1f0b9bc485,763,1083,1371,0.057335516,0.047558539,false,false,false,false
332,page-332.png,154439,860de68008e31c3f944f204e52a84fa0cb234dc5547a604f0714ba51b9dec7f3,763,1083,1491,0.064214133,0.053571882,false,false,false,false
333,page-333.png,180175,1bfd51999e3cac829e87da184d23c135480c62f6d28e827c268678fbb6f44461,763,1083,1831,0.076926987,0.063939424,false,false,false,false
334,page-334.png,174903,866b2ce3d73a36fe726d29d5401a423eed5e86e89f3eba3acc0a04f815a2435d,763,1083,1745,0.070766002,0.058387156,false,false,false,false
335,page-335.png,178752,e6352b2e459881772072df3cc3e60620983a0ad0572ed0141c75ba4830d729ae,763,1083,1739,0.073401756,0.060684062,false,false,false,false
336,page-336.png,164770,e6cfc5f177f0ee0515816ed15217b92c8e5e18986a726178242053df35e481aa,763,1083,1581,0.065011636,0.053436343,false,false,false,false
337,page-337.png,149086,21cbfc29ff689e8161d562d26e84672df9b3be4a46bdce62bb703c3a7aef8407,763,1083,1373,0.061310931,0.051057146,false,false,false,false
338,page-338.png,177509,45ed247c6024560e7575d35a4ab82ab49de753873e346b804e3e2576a84589dd,763,1083,1683,0.069682899,0.05721813,false,false,false,false
339,page-339.png,178574,5b15d4e4c487280ca2a85fde875ed554d35bc9bbd454074a64be88ba979663db,763,1083,1629,0.069071762,0.056908326,false,false,false,false
